"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Tumor","TAM_CLEC_LAM","C3","ITGAX_ITGB2",0.00466334504938834,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"Endothelial","Pericyte","GAS6","AXL",0.00313023213361466,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Endothelial","TAM_CLEC_LAM","GAS6","AXL",0.00359739587196999,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"Endothelial","TAM_CLEC_LAM","GAS6","MERTK",0.00160982787222269,0,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
"Osteoclast","Osteoclast","LGALS9","PTPRC",0.00442476690394425,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","Osteoclast","LGALS9","PTPRC",0.00897881409816183,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_other","Osteoclast","LGALS9","PTPRC",0.00814840889055535,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TIM","Osteoclast","LGALS9","PTPRC",0.00782147417334391,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Osteoclast","T_NK","LGALS9","PTPRC",0.00921748139967708,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","T_NK","LGALS9","PTPRC",0.0186120572863315,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_other","T_NK","LGALS9","PTPRC",0.0169059204836529,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TIM","T_NK","LGALS9","PTPRC",0.0162333631454967,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Osteoclast","TAM_CLEC_LAM","LGALS9","PTPRC",0.00454613407183448,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","PTPRC",0.00922393715755332,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_other","TAM_CLEC_LAM","LGALS9","PTPRC",0.0083710532478947,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TIM","TAM_CLEC_LAM","LGALS9","PTPRC",0.00803525784657521,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Osteoclast","TAM_other","LGALS9","PTPRC",0.00505218086035791,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","TAM_other","LGALS9","PTPRC",0.0102453281534298,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_other","TAM_other","LGALS9","PTPRC",0.00929888853159227,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TIM","TAM_other","LGALS9","PTPRC",0.00892620908947626,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Osteoclast","TIM","LGALS9","PTPRC",0.00227415168567957,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","TIM","LGALS9","PTPRC",0.0046250310019532,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_other","TIM","LGALS9","PTPRC",0.00419558052691723,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TIM","TIM","LGALS9","PTPRC",0.00402659939900751,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Osteoclast","TAM_CLEC_LAM","LGALS9","HAVCR2",0.00166706320481762,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","HAVCR2",0.00339250536573385,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"TAM_other","TAM_CLEC_LAM","LGALS9","HAVCR2",0.00307714545393011,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"TIM","TAM_CLEC_LAM","LGALS9","HAVCR2",0.0029530768124799,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"Osteoclast","TAM_other","LGALS9","HAVCR2",0.0015064944802884,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"TAM_CLEC_LAM","TAM_other","LGALS9","HAVCR2",0.00306625539088326,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"TAM_other","TAM_other","LGALS9","HAVCR2",0.00278113833429803,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"TIM","TAM_other","LGALS9","HAVCR2",0.00266897256862597,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"Osteoclast","MSC","LGALS9","CD44",0.00194282981389509,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_CLEC_LAM","MSC","LGALS9","CD44",0.00395256562658705,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","MSC","LGALS9","CD44",0.00358533102727438,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","MSC","LGALS9","CD44",0.00344084337080193,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Osteoclast","Osteoclast","LGALS9","CD44",0.00457941480158811,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_CLEC_LAM","Osteoclast","LGALS9","CD44",0.00929114289710042,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","Osteoclast","LGALS9","CD44",0.00843209774886137,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","Osteoclast","LGALS9","CD44",0.00809387360296817,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Osteoclast","Pericyte","LGALS9","CD44",0.00170605036253435,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_CLEC_LAM","Pericyte","LGALS9","CD44",0.00347170464835188,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","Pericyte","LGALS9","CD44",0.00314900580619431,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","Pericyte","LGALS9","CD44",0.00302204858186027,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Osteoclast","T_NK","LGALS9","CD44",0.00646421714936028,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_CLEC_LAM","T_NK","LGALS9","CD44",0.0130897041741602,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","T_NK","LGALS9","CD44",0.011883662537172,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","T_NK","LGALS9","CD44",0.0114085838480967,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Osteoclast","TAM_CLEC_LAM","LGALS9","CD44",0.00674370978286137,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","CD44",0.013651726056593,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","TAM_CLEC_LAM","LGALS9","CD44",0.0123945519374843,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","TAM_CLEC_LAM","LGALS9","CD44",0.0118992951406859,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Osteoclast","TAM_other","LGALS9","CD44",0.00702622110683429,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_CLEC_LAM","TAM_other","LGALS9","CD44",0.0142194889438644,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","TAM_other","LGALS9","CD44",0.0129107144711253,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","TAM_other","LGALS9","CD44",0.0123950919004327,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Osteoclast","TIM","LGALS9","CD44",0.00834179384179537,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_CLEC_LAM","TIM","LGALS9","CD44",0.0168590445641705,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","TIM","LGALS9","CD44",0.0153110964749991,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","TIM","LGALS9","CD44",0.0147010362329859,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Endothelial","TAM_CLEC_LAM","ANXA1","FPR3",0.00941309316291966,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"MSC","TAM_CLEC_LAM","ANXA1","FPR3",0.0111017365741605,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Osteoclast","TAM_CLEC_LAM","ANXA1","FPR3",0.00939999766115749,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Pericyte","TAM_CLEC_LAM","ANXA1","FPR3",0.00217816290720612,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"T_NK","TAM_CLEC_LAM","ANXA1","FPR3",0.00393050329952922,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TAM_CLEC_LAM","TAM_CLEC_LAM","ANXA1","FPR3",0.00781873621480939,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TAM_other","TAM_CLEC_LAM","ANXA1","FPR3",0.00886191307091988,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TIM","TAM_CLEC_LAM","ANXA1","FPR3",0.0103106085715869,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Tumor","TAM_CLEC_LAM","ANXA1","FPR3",0.00367591142987908,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Osteoclast","Endothelial","LGALS9","P4HB",0.00187292012241055,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","Endothelial","LGALS9","P4HB",0.00381061484534559,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","Endothelial","LGALS9","P4HB",0.00345652318715912,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","Endothelial","LGALS9","P4HB",0.00331720916280439,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","MSC","LGALS9","P4HB",0.00608287602644151,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","MSC","LGALS9","P4HB",0.0123223557838763,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","MSC","LGALS9","P4HB",0.0111862137002281,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","MSC","LGALS9","P4HB",0.0107387142264427,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","Osteoclast","LGALS9","P4HB",0.00636239446468365,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","Osteoclast","LGALS9","P4HB",0.0128848719757089,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","Osteoclast","LGALS9","P4HB",0.0116974792042202,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","Osteoclast","LGALS9","P4HB",0.0112297590627232,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","Pericyte","LGALS9","P4HB",0.00240124262856992,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","Pericyte","LGALS9","P4HB",0.00488285784402934,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","Pericyte","LGALS9","P4HB",0.00442957377278091,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","Pericyte","LGALS9","P4HB",0.00425120857049529,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","TAM_CLEC_LAM","LGALS9","P4HB",0.00203730232874543,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","P4HB",0.00414435824410273,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","TAM_CLEC_LAM","LGALS9","P4HB",0.00375937136498613,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","TAM_CLEC_LAM","LGALS9","P4HB",0.00360789533636887,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","TAM_other","LGALS9","P4HB",0.00190573227058558,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","TAM_other","LGALS9","P4HB",0.00387724207632879,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","TAM_other","LGALS9","P4HB",0.00351698111026658,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","TAM_other","LGALS9","P4HB",0.00337523860240245,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","TIM","LGALS9","P4HB",0.002053360998638,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","TIM","LGALS9","P4HB",0.00417695588946059,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","TIM","LGALS9","P4HB",0.00378895239907497,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","TIM","LGALS9","P4HB",0.00363628881485298,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","Tumor","LGALS9","P4HB",0.00277858437910787,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","Tumor","LGALS9","P4HB",0.00564796359592725,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","Tumor","LGALS9","P4HB",0.00512401916980333,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","Tumor","LGALS9","P4HB",0.00491782893436186,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Endothelial","Endothelial","PPIA","BSG",0.0358775200987367,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Osteoclast","Endothelial","PPIA","BSG",0.0337736230777896,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Pericyte","Endothelial","PPIA","BSG",0.0350542169958447,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_CLEC_LAM","Endothelial","PPIA","BSG",0.0323502706736617,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_other","Endothelial","PPIA","BSG",0.0325317189928631,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TIM","Endothelial","PPIA","BSG",0.0323249099454027,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Tumor","Endothelial","PPIA","BSG",0.0265679739533132,0.03,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Endothelial","MSC","PPIA","BSG",0.0805505821861975,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"MSC","MSC","PPIA","BSG",0.0556958160132062,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Osteoclast","MSC","PPIA","BSG",0.0760336035803457,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Pericyte","MSC","PPIA","BSG",0.0787859114728893,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"T_NK","MSC","PPIA","BSG",0.0576252338992341,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_CLEC_LAM","MSC","PPIA","BSG",0.0729637412300263,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_other","MSC","PPIA","BSG",0.0733557162951402,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TIM","MSC","PPIA","BSG",0.0729089408301547,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Tumor","MSC","PPIA","BSG",0.0603751123531785,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Endothelial","Osteoclast","PPIA","BSG",0.0433591951361573,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Osteoclast","Osteoclast","PPIA","BSG",0.040835146950979,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Pericyte","Osteoclast","PPIA","BSG",0.0423717508887604,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"T_NK","Osteoclast","PPIA","BSG",0.0306657834671093,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_CLEC_LAM","Osteoclast","PPIA","BSG",0.0391262453306994,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_other","Osteoclast","PPIA","BSG",0.0393441538949505,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TIM","Osteoclast","PPIA","BSG",0.0390957872515149,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Tumor","Osteoclast","PPIA","BSG",0.0321730777409334,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Endothelial","Pericyte","PPIA","BSG",0.0850255228315918,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"MSC","Pericyte","PPIA","BSG",0.0588783857950156,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Osteoclast","Pericyte","PPIA","BSG",0.0802795161702759,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Pericyte","Pericyte","PPIA","BSG",0.0831716849520451,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"T_NK","Pericyte","PPIA","BSG",0.0609109428961184,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_CLEC_LAM","Pericyte","PPIA","BSG",0.0770525208029755,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_other","Pericyte","PPIA","BSG",0.0774646260790741,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TIM","Pericyte","PPIA","BSG",0.0769949045262045,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Tumor","Pericyte","PPIA","BSG",0.063806999180281,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Endothelial","TAM_CLEC_LAM","PPIA","BSG",0.0272567444941932,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Pericyte","TAM_CLEC_LAM","PPIA","BSG",0.0266258042416968,0.01,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Endothelial","TIM","PPIA","BSG",0.0263466149865905,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Endothelial","Tumor","PPIA","BSG",0.040679891597203,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"MSC","Tumor","PPIA","BSG",0.0277562763708479,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Osteoclast","Tumor","PPIA","BSG",0.0383055671616637,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Pericyte","Tumor","PPIA","BSG",0.0397509292621663,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"T_NK","Tumor","PPIA","BSG",0.0287472760943527,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_CLEC_LAM","Tumor","PPIA","BSG",0.0366984751132182,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_other","Tumor","PPIA","BSG",0.0369033818194415,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TIM","Tumor","PPIA","BSG",0.0366698348227033,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"Tumor","Tumor","PPIA","BSG",0.0301632056344762,0,"PPIA_BSG","PPIA - BSG","CypA","Secreted Signaling","PMID: 36012604"
"TAM_CLEC_LAM","MSC","PLAU","PLAUR",0.0027115323422447,0,"PLAU_PLAUR","PLAU - PLAUR","PLAU","Secreted Signaling","uniprot"
"TAM_CLEC_LAM","TAM_CLEC_LAM","PLAU","PLAUR",0.0132438431413557,0,"PLAU_PLAUR","PLAU - PLAUR","PLAU","Secreted Signaling","uniprot"
"TAM_CLEC_LAM","TAM_other","PLAU","PLAUR",0.0171694638994371,0,"PLAU_PLAUR","PLAU - PLAUR","PLAU","Secreted Signaling","uniprot"
"TAM_CLEC_LAM","TIM","PLAU","PLAUR",0.0193085214235802,0,"PLAU_PLAUR","PLAU - PLAUR","PLAU","Secreted Signaling","uniprot"
"MSC","Pericyte","COL1A2","ITGA1_ITGB1",0.0843005876964084,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Pericyte","Pericyte","COL1A2","ITGA1_ITGB1",0.0611046141527552,0,"COL1A2_ITGA1_ITGB1","COL1A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelial","Pericyte","COL4A1","ITGA1_ITGB1",0.0406097457336461,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MSC","Pericyte","COL4A1","ITGA1_ITGB1",0.00903564471632889,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Pericyte","Pericyte","COL4A1","ITGA1_ITGB1",0.0582608541871892,0,"COL4A1_ITGA1_ITGB1","COL4A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelial","Pericyte","COL4A2","ITGA1_ITGB1",0.0360991331728727,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MSC","Pericyte","COL4A2","ITGA1_ITGB1",0.00909295604361813,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Pericyte","Pericyte","COL4A2","ITGA1_ITGB1",0.0464288773418962,0,"COL4A2_ITGA1_ITGB1","COL4A2 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MSC","Pericyte","COL6A1","ITGA1_ITGB1",0.0543810551014039,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Osteoclast","Pericyte","COL6A1","ITGA1_ITGB1",0.00755952769657508,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Pericyte","Pericyte","COL6A1","ITGA1_ITGB1",0.0406907466463977,0,"COL6A1_ITGA1_ITGB1","COL6A1 - (ITGA1+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
